order_id_vtex,transaction_id_ga4,date,item_id,sku,nome_produto_vtex,categoria,marca,quantidade,receita_produto,frete,receita_total,forma_pagamento,status_pedido,cupom_aplicado
ORD-20250101-00001,T-20250101-00001,2025-01-01,1439,SKU-CLI-00440,Purificador de Ar Midea Xtreme Save HEPA até 40m² Inox,Climatização,Midea,1,1284.01,0.0,1284.01,credit_card,faturado,
ORD-20250125-00073,T-20250125-00073,2025-01-25,1005,SKU-CLI-00006,Aquecedor Elétrico LG Dual Inverter Mica 1200W Grafite,Climatização,LG,1,3147.19,71.59,3218.78,pix,faturado,
ORD-20250119-00042,T-20250119-00042,2025-01-19,2681,SKU-ELE-00882,Lava e Seca Britânia Turbo 12kg/8kg,Eletrodomésticos,Britânia,1,483.84,0.0,483.84,credit_card,faturado,
ORD-20250218-00104,T-20250218-00104,2025-02-18,1848,SKU-ELE-00049,Lava-Louças Brastemp Ative! 14 Serviços Branco,Eletrodomésticos,Brastemp,1,2852.46,0.0,2852.46,credit_card,faturado,
ORD-20250120-00114,T-20250120-00114,2025-01-20,3147,SKU-TVA-00348,Caixa de Som Bluetooth LG NeoChef 20W Branco,"TV, Áudio e Vídeo",LG,1,3444.15,0.0,3444.15,credit_card,faturado,
ORD-20250102-00008,T-20250102-00008,2025-01-02,1779,SKU-CLI-00780,Aquecedor Elétrico Britânia Air 2000W Cinza,Climatização,Britânia,1,707.94,0.0,707.94,boleto,faturado,
ORD-20250211-00185,T-20250211-00185,2025-02-11,1805,SKU-ELE-00006,Forno Elétrico Brastemp Gourmand 50L Grafite,Eletrodomésticos,Brastemp,1,1995.32,0.0,1995.32,pix,faturado,
ORD-20250221-00159,T-20250221-00159,2025-02-21,5130,SKU-UTD-00431,Processador de Alimentos Mallory Agio 800W Grafite,Utilidades Domésticas,Mallory,1,316.63,41.13,357.76,credit_card,faturado,
ORD-20250108-00277,T-20250108-00277,2025-01-08,5483,SKU-ILU-00284,Luminária de Mesa Bronzearte Atenas LED Cinza Bivolt,Iluminação,Bronzearte,1,351.77,66.29,418.06,credit_card,faturado,
ORD-20250121-00036,T-20250121-00036,2025-01-21,1136,SKU-CLI-00137,Aquecedor Elétrico LG Dual Inverter Voice 1500W,Climatização,LG,2,7365.89,30.13,7396.02,credit_card,faturado,
ORD-20250212-00216,T-20250212-00216,2025-02-12,2022,SKU-ELE-00223,Lava-Louças Electrolux Pure i9 8 Serviços Prata,Eletrodomésticos,Electrolux,1,2859.98,0.0,2859.98,credit_card,entregue,
ORD-20250104-00106,T-20250104-00106,2025-01-04,5020,SKU-UTD-00321,Batedeira Arno Power Max 300W Inox,Utilidades Domésticas,Arno,2,1093.28,0.0,1093.28,credit_card,faturado,
ORD-20250128-00356,T-20250128-00356,2025-01-28,4630,SKU-MOV-00531,Guarda-Roupa Patrimar Premium 4 Portas Preto,Móveis,Patrimar,1,3757.62,0.0,3757.62,credit_card,faturado,
ORD-20250124-00044,T-20250124-00044,2025-01-24,1781,SKU-CLI-00782,Climatizador de Ar Britânia Mega 7L Grafite,Climatização,Britânia,1,696.31,0.0,696.31,credit_card,faturado,
ORD-20250218-00078,T-20250218-00078,2025-02-18,2217,SKU-ELE-00418,Freezer Horizontal Consul Facilite 414L Preto,Eletrodomésticos,Consul,1,2623.32,0.0,2623.32,pix,faturado,
ORD-20250128-00202,T-20250128-00202,2025-01-28,1669,SKU-CLI-00670,Ar Condicionado Split Consul Multi Ar 30000 BTUs Quente/Frio Prata,Climatização,Consul,1,1556.33,0.0,1556.33,pix,faturado,
ORD-20250106-00217,T-20250106-00217,2025-01-06,4759,SKU-UTD-00060,Ferro de Passar Mondial Premium a Vapor Prata,Utilidades Domésticas,Mondial,1,371.92,13.08,385.0,credit_card,cancelado,
ORD-20250101-00220,T-20250101-00220,2025-01-01,4896,SKU-UTD-00197,Panela Elétrica de Pressão Britânia Turbo 6L,Utilidades Domésticas,Britânia,1,436.28,0.0,436.28,credit_card,faturado,
ORD-20250206-00260,T-20250206-00260,2025-02-06,4968,SKU-UTD-00269,Processador de Alimentos Philco Hit 1000W Multiprocessador,Utilidades Domésticas,Philco,1,417.81,3.22,421.03,credit_card,faturado,
ORD-20250226-00317,T-20250226-00317,2025-02-26,3449,SKU-ESP-00050,Esteira Elétrica Gallant Force Profissional até 20km/h Branco,Esporte e Lazer,Gallant,1,872.77,48.74,921.51,credit_card,faturado,
ORD-20250212-00108,T-20250212-00108,2025-02-12,1904,SKU-ELE-00105,Aspirador de Pó Brastemp Ative! 1200W,Eletrodomésticos,Brastemp,2,6045.03,0.0,6045.03,credit_card,faturado,
ORD-20250124-00060,T-20250124-00060,2025-01-24,1183,SKU-CLI-00184,Aquecedor Elétrico LG Smart Mica 1200W Prata,Climatização,LG,1,2076.95,0.0,2076.95,credit_card,faturado,
ORD-20250102-00086,T-20250102-00086,2025-01-02,2627,SKU-ELE-00828,Forno Elétrico Philco PTV 60L Prata,Eletrodomésticos,Philco,1,241.66,29.27,270.93,pix,faturado,
ORD-20250128-00048,T-20250128-00048,2025-01-28,1114,SKU-CLI-00115,Ar Condicionado Portátil LG Dual Inverter Voice 9000 BTUs Branco,Climatização,LG,1,3405.54,83.29,3488.83,credit_card,faturado,
ORD-20250131-00216,T-20250131-00216,2025-01-31,3377,SKU-TVA-00578,Caixa de Som Bluetooth Philips Smart LED 50W Portátil Cinza Bivolt,"TV, Áudio e Vídeo",Philips,1,364.3,0.0,364.3,debit_card,faturado,
ORD-20250108-00227,T-20250108-00227,2025-01-08,4045,SKU-ESP-00646,Piscina Inflável Movement Pro 3500L Inox,Esporte e Lazer,Movement,1,1706.25,46.32,1752.57,credit_card,faturado,
ORD-20250226-00099,T-20250226-00099,2025-02-26,1522,SKU-CLI-00523,Purificador de Ar Elgin Eco até 50m² Prata,Climatização,Elgin,2,3467.97,0.0,3467.97,pix,faturado,
ORD-20250128-00097,T-20250128-00097,2025-01-28,1332,SKU-CLI-00333,Purificador de Ar Samsung WindFree até 50m² Prata,Climatização,Samsung,1,4718.78,57.63,4776.41,pix,faturado,
ORD-20250122-00038,T-20250122-00038,2025-01-22,1560,SKU-CLI-00561,Cortina de Ar Elgin Hi-Wall 150cm Preto,Climatização,Elgin,3,5735.08,2.13,5737.21,credit_card,faturado,
ORD-20250214-00003,T-20250214-00003,2025-02-14,1328,SKU-CLI-00329,Climatizador de Ar Samsung Digital Inverter 20L Cinza,Climatização,Samsung,1,3672.83,65.22,3738.05,credit_card,faturado,
ORD-20250106-00211,T-20250106-00211,2025-01-06,4844,SKU-UTD-00145,Panela Elétrica de Pressão Britânia Mega 5L Prata,Utilidades Domésticas,Britânia,1,181.35,76.19,257.54,pix,faturado,
ORD-20250113-00189,T-20250113-00189,2025-01-13,5177,SKU-UTD-00478,Fritadeira Air Fryer Hamilton Beach Stack 7L,Utilidades Domésticas,Hamilton Beach,1,423.74,0.0,423.74,credit_card,faturado,
ORD-20250225-00336,T-20250225-00336,2025-02-25,3168,SKU-TVA-00369,"Smart TV LG Art Cool 65"" 4K","TV, Áudio e Vídeo",LG,1,5846.48,36.2,5882.68,credit_card,faturado,
ORD-20250213-00051,T-20250213-00051,2025-02-13,1554,SKU-CLI-00555,Ventilador de Torre Elgin Hi-Wall 50cm,Climatização,Elgin,1,3148.34,0.0,3148.34,boleto,faturado,
ORD-20250210-00006,T-20250210-00006,2025-02-10,1074,SKU-CLI-00075,Ar Condicionado Split LG Smart 18000 BTUs Quente/Frio Branco,Climatização,LG,3,6630.9,0.0,6630.9,boleto,faturado,
ORD-20250123-00330,T-20250123-00330,2025-01-23,3809,SKU-ESP-00410,Banco de Supino Gallant Extreme Ajustável Multiuso Branco,Esporte e Lazer,Gallant,1,129.04,36.26,165.3,credit_card,faturado,
ORD-20250222-00034,T-20250222-00034,2025-02-22,1431,SKU-CLI-00432,Ar Condicionado Portátil Midea Liva 12000 BTUs,Climatização,Midea,1,1294.48,0.0,1294.48,credit_card,devolvido,
ORD-20250104-00101,T-20250104-00101,2025-01-04,4241,SKU-MOV-00142,Sofá Linea Brasil Adonai 3 Lugares Retrátil Inox,Móveis,Linea Brasil,2,3751.23,86.12,3837.35,pix,cancelado,
ORD-20250214-00062,T-20250214-00062,2025-02-14,1850,SKU-ELE-00051,Lava-Louças Brastemp Clean 10 Serviços Branco,Eletrodomésticos,Brastemp,1,1633.59,0.0,1633.59,credit_card,faturado,SIM
ORD-20250128-00005,T-20250128-00005,2025-01-28,1541,SKU-CLI-00542,Ventilador de Torre Elgin Eco Plus Silencioso,Climatização,Elgin,1,3168.56,0.0,3168.56,credit_card,faturado,
ORD-20250123-00076,T-20250123-00076,2025-01-23,1142,SKU-CLI-00143,Ventilador de Coluna LG ThinQ 50cm Inox,Climatização,LG,1,2672.16,0.0,2672.16,debit_card,faturado,
ORD-20250105-00077,T-20250105-00077,2025-01-05,3156,SKU-TVA-00357,Caixa de Som Bluetooth LG Dual Inverter Voice 30W,"TV, Áudio e Vídeo",LG,1,1609.51,0.0,1609.51,boleto,faturado,
ORD-20250211-00412,T-20250211-00412,2025-02-11,5083,SKU-UTD-00384,Liquidificador Electrolux Essential 700W Inox,Utilidades Domésticas,Electrolux,1,730.53,10.1,740.63,credit_card,faturado,
ORD-20250131-00002,T-20250131-00002,2025-01-31,1297,SKU-CLI-00298,Ventilador de Torre Samsung EcoBubble 40cm Grafite,Climatização,Samsung,1,2129.73,0.0,2129.73,pix,entregue,
ORD-20250121-00111,T-20250121-00111,2025-01-21,2401,SKU-ELE-00602,Lava-Louças Samsung Digital Inverter 14 Serviços Preto,Eletrodomésticos,Samsung,1,3507.19,0.0,3507.19,credit_card,cancelado,
ORD-20250221-00055,T-20250221-00055,2025-02-21,1411,SKU-CLI-00412,Ar Condicionado Split Midea Springer 9000 BTUs Frio Grafite,Climatização,Midea,1,1214.98,19.43,1234.41,pix,faturado,
ORD-20250123-00192,T-20250123-00192,2025-01-23,1392,SKU-CLI-00393,Ar Condicionado Split Samsung Digital Inverter 12000 BTUs Frio Inox,Climatização,Samsung,1,3142.17,15.44,3157.61,credit_card,faturado,
ORD-20250224-00164,T-20250224-00164,2025-02-24,1262,SKU-CLI-00263,Aquecedor Elétrico LG Art Cool 1500W Preto,Climatização,LG,1,3632.2,56.84,3689.04,credit_card,faturado,
ORD-20250224-00190,T-20250224-00190,2025-02-24,2343,SKU-ELE-00544,Aspirador de Pó LG NeoChef Vertical sem Fio Preto,Eletrodomésticos,LG,1,2596.08,0.0,2596.08,boleto,faturado,
ORD-20250210-00257,T-20250210-00257,2025-02-10,3040,SKU-TVA-00241,"Smart TV Samsung EcoBubble 70"" 4K Cinza","TV, Áudio e Vídeo",Samsung,2,6853.79,0.0,6853.79,boleto,entregue,SIM
ORD-20250211-00122,T-20250211-00122,2025-02-11,2684,SKU-ELE-00885,Aspirador de Pó Britânia Air 1600W Grafite,Eletrodomésticos,Britânia,1,133.46,63.58,197.04,credit_card,faturado,
ORD-20250130-00198,T-20250130-00198,2025-01-30,1251,SKU-CLI-00252,Aquecedor Elétrico LG Art Cool 2000W Branco Bivolt,Climatização,LG,1,2672.65,0.0,2672.65,credit_card,faturado,
ORD-20250111-00093,T-20250111-00093,2025-01-11,2666,SKU-ELE-00867,Freezer Horizontal Britânia Diamante 414L Preto,Eletrodomésticos,Britânia,1,243.2,70.29,313.49,pix,devolvido,
ORD-20250224-00264,T-20250224-00264,2025-02-24,4074,SKU-ESP-00675,Esteira Elétrica Mor Smart até 16km/h Dobrável Branco,Esporte e Lazer,Mor,1,705.25,0.0,705.25,boleto,faturado,
ORD-20250116-00066,T-20250116-00066,2025-01-16,1604,SKU-CLI-00605,Cortina de Ar Philco PH800 150cm Prata,Climatização,Philco,1,1628.9,76.44,1705.34,credit_card,faturado,
ORD-20250217-00062,T-20250217-00062,2025-02-17,1721,SKU-CLI-00722,Ventilador de Torre Springer Midea 50cm Preto,Climatização,Springer,2,5312.06,0.0,5312.06,credit_card,faturado,
ORD-20250218-00164,T-20250218-00164,2025-02-18,3954,SKU-ESP-00555,Banco de Supino Gallant Extreme Reto Inox 110V,Esporte e Lazer,Gallant,1,1361.56,32.21,1393.77,credit_card,faturado,
ORD-20250107-00050,T-20250107-00050,2025-01-07,1449,SKU-CLI-00450,Cortina de Ar Midea All Easy 90cm Branco,Climatização,Midea,1,1381.65,17.95,1399.6,boleto,faturado,
ORD-20250212-X0468,,2025-02-12,2807,SKU-TVA-00008,Projetor Philco PTV 4K 4000 Lumens Inox,"TV, Áudio e Vídeo",Philco,1,1251.91,0.0,1251.91,boleto,devolvido,
ORD-20250131-00246,T-20250131-00246,2025-01-31,4277,SKU-MOV-00178,Mesa de Jantar Linea Brasil Munique 4 Cadeiras Prata,Móveis,Linea Brasil,1,973.86,26.17,1000.03,credit_card,cancelado,
ORD-20250223-00157,T-20250223-00157,2025-02-23,4443,SKU-MOV-00344,Cadeira de Escritório Artely Treviso Giratória Simples Cinza,Móveis,Artely,1,732.47,0.0,732.47,boleto,faturado,
ORD-20250125-00017,T-20250125-00017,2025-01-25,1108,SKU-CLI-00109,Purificador de Ar LG NeoChef até 50m² Cinza,Climatização,LG,1,2184.49,0.0,2184.49,credit_card,faturado,
ORD-20250110-00229,T-20250110-00229,2025-01-10,3049,SKU-TVA-00250,Fone de Ouvido Samsung Bespoke Bluetooth In-Ear Grafite,"TV, Áudio e Vídeo",Samsung,1,5951.79,0.0,5951.79,pix,faturado,
ORD-20250223-00142,T-20250223-00142,2025-02-23,3912,SKU-ESP-00513,Bicicleta Ergométrica Gallant Combat Air Bike Prata Bivolt,Esporte e Lazer,Gallant,2,744.65,0.0,744.65,debit_card,devolvido,
ORD-20250127-00081,T-20250127-00081,2025-01-27,1260,SKU-CLI-00261,Climatizador de Ar LG ThinQ 20L,Climatização,LG,1,4251.78,28.99,4280.77,credit_card,cancelado,
ORD-20250110-00134,T-20250110-00134,2025-01-10,1920,SKU-ELE-00121,Aspirador de Pó Brastemp Ative! 1600W Cinza,Eletrodomésticos,Brastemp,1,1082.71,0.0,1082.71,pix,faturado,
ORD-20250121-00122,T-20250121-00122,2025-01-21,2699,SKU-ELE-00900,Máquina de Lavar Britânia Turbo 11kg Preto,Eletrodomésticos,Britânia,1,440.63,0.0,440.63,credit_card,faturado,
ORD-20250128-00326,T-20250128-00326,2025-01-28,3947,SKU-ESP-00548,Mesa de Ping Pong Gallant Force MDF 18mm Dobrável Preto 220V,Esporte e Lazer,Gallant,1,740.48,0.0,740.48,credit_card,faturado,
ORD-20250124-00246,T-20250124-00246,2025-01-24,4148,SKU-MOV-00049,Cama Box Madesa Monaco King Inox,Móveis,Madesa,1,2356.8,0.0,2356.8,boleto,faturado,
ORD-20250213-00042,T-20250213-00042,2025-02-13,1531,SKU-CLI-00532,Purificador de Ar Elgin Eco até 50m² Grafite,Climatização,Elgin,2,4005.99,19.24,4025.23,pix,faturado,
ORD-20250218-00006,T-20250218-00006,2025-02-18,1520,SKU-CLI-00521,Desumidificador Elgin Eco Plus 30L/dia Grafite,Climatização,Elgin,1,2939.54,40.09,2979.63,credit_card,faturado,
ORD-20250112-X0952,,2025-01-12,4194,SKU-MOV-00095,Escrivaninha Madesa Reims Simples Grafite,Móveis,Madesa,1,1897.13,0.0,1897.13,pix,devolvido,
ORD-20250212-00010,T-20250212-00010,2025-02-12,1433,SKU-CLI-00434,Ar Condicionado Portátil Midea Springer 9000 BTUs Grafite,Climatização,Midea,2,6043.64,78.29,6121.93,boleto,faturado,
ORD-20250210-00043,T-20250210-00043,2025-02-10,1609,SKU-CLI-00610,Climatizador de Ar Philco Hit 15L Branco,Climatização,Philco,1,1412.15,0.0,1412.15,pix,entregue,
ORD-20250121-00183,T-20250121-00183,2025-01-21,3258,SKU-TVA-00459,Projetor TCL P735 Full HD 3500 Lumens Branco,"TV, Áudio e Vídeo",TCL,1,1764.85,52.26,1817.11,pix,faturado,
ORD-20250105-00152,T-20250105-00152,2025-01-05,5600,SKU-FER-00001,Compressor de Ar Bosch GBH 2HP 50L Prata,Ferramentas,Bosch,2,769.01,0.0,769.01,pix,faturado,
ORD-20250210-00365,T-20250210-00365,2025-02-10,5468,SKU-ILU-00269,Fita LED Bronzearte Clean 2m RGB Inox,Iluminação,Bronzearte,1,95.87,76.52,172.39,pix,faturado,
ORD-20250213-00048,T-20250213-00048,2025-02-13,1284,SKU-CLI-00285,Aquecedor Elétrico Samsung Evolution 1500W,Climatização,Samsung,1,4710.47,83.54,4794.01,pix,entregue,
ORD-20250108-00214,T-20250108-00214,2025-01-08,3534,SKU-ESP-00135,Kit Halteres Gallant Combat 40kg com Barra,Esporte e Lazer,Gallant,1,347.09,16.45,363.54,credit_card,faturado,
ORD-20250125-00121,T-20250125-00121,2025-01-25,2718,SKU-ELE-00919,Geladeira Mondial Turbo Frost Free 431L Preto,Eletrodomésticos,Mondial,1,219.64,74.66,294.3,credit_card,faturado,
ORD-20250130-00364,T-20250130-00364,2025-01-30,4489,SKU-MOV-00390,Mesa de Jantar Caemmun Imperador 4 Cadeiras Grafite,Móveis,Caemmun,1,1484.8,1.67,1486.47,credit_card,faturado,
ORD-20250107-00265,T-20250107-00265,2025-01-07,3710,SKU-ESP-00311,Mesa de Ping Pong Gallant Extreme MDF 15mm Cinza,Esporte e Lazer,Gallant,1,239.51,43.38,282.89,credit_card,faturado,
ORD-20250212-00199,T-20250212-00199,2025-02-12,2133,SKU-ELE-00334,Fogão Electrolux Eco Turbo 6 Bocas Inox,Eletrodomésticos,Electrolux,1,2840.2,0.0,2840.2,boleto,faturado,
ORD-20250126-00164,T-20250126-00164,2025-01-26,5396,SKU-ILU-00197,Spot de Embutir Avant LED LED 5W,Iluminação,Avant,1,126.17,34.56,160.73,credit_card,entregue,
ORD-20250218-00178,T-20250218-00178,2025-02-18,4279,SKU-MOV-00180,Sofá Linea Brasil Dallas 2 Lugares Prata,Móveis,Linea Brasil,1,902.51,39.09,941.6,credit_card,faturado,
ORD-20250204-00180,T-20250204-00180,2025-02-04,3442,SKU-ESP-00043,Esteira Elétrica Gallant Extreme até 16km/h Dobrável,Esporte e Lazer,Gallant,1,458.27,0.0,458.27,credit_card,faturado,
ORD-20250213-00127,T-20250213-00127,2025-02-13,2081,SKU-ELE-00282,Máquina de Lavar Electrolux Eco Turbo 17kg Prata,Eletrodomésticos,Electrolux,1,1005.47,0.0,1005.47,pix,faturado,
ORD-20250116-00059,T-20250116-00059,2025-01-16,1144,SKU-CLI-00145,Purificador de Ar LG ThinQ HEPA até 40m² Inox,Climatização,LG,1,2382.69,75.57,2458.26,pix,faturado,
ORD-20250103-00148,T-20250103-00148,2025-01-03,3641,SKU-ESP-00242,Piscina Inflável Gallant Elite 2000L Inox,Esporte e Lazer,Gallant,1,163.34,34.67,198.01,credit_card,faturado,
ORD-20250227-00072,T-20250227-00072,2025-02-27,1389,SKU-CLI-00390,Desumidificador Samsung EcoBubble 12L/dia Inox,Climatização,Samsung,1,2539.41,49.16,2588.57,pix,cancelado,
ORD-20250103-00182,T-20250103-00182,2025-01-03,4671,SKU-MOV-00572,"Rack para TV Germai Zurique até 50"" Grafite",Móveis,Germai,1,3249.74,87.72,3337.46,credit_card,faturado,
ORD-20250222-00007,T-20250222-00007,2025-02-22,1282,SKU-CLI-00283,Ventilador de Torre Samsung EcoBubble 40cm Prata,Climatização,Samsung,1,3382.01,0.0,3382.01,credit_card,faturado,
ORD-20250228-00267,T-20250228-00267,2025-02-28,3483,SKU-ESP-00084,Esteira Elétrica Gallant Pro até 14km/h Grafite,Esporte e Lazer,Gallant,2,1700.32,0.0,1700.32,credit_card,faturado,
ORD-20250115-X0371,,2025-01-15,4026,SKU-ESP-00627,Kit Halteres Kikos Line 40kg com Barra Branco,Esporte e Lazer,Kikos,1,1804.52,0.0,1804.52,pix,faturado,
ORD-20250115-00031,T-20250115-00031,2025-01-15,1049,SKU-CLI-00050,Ventilador de Torre LG Dual Inverter Voice 40cm Preto,Climatização,LG,1,2823.75,0.0,2823.75,pix,faturado,
ORD-20250213-00067,T-20250213-00067,2025-02-13,1166,SKU-CLI-00167,Purificador de Ar LG ThinQ até 50m² Inox,Climatização,LG,1,2264.46,38.83,2303.29,pix,faturado,
ORD-20250224-00147,T-20250224-00147,2025-02-24,1588,SKU-CLI-00589,Cortina de Ar Philco Hit 150cm Preto,Climatização,Philco,1,1333.16,23.06,1356.22,pix,faturado,
ORD-20250121-00251,T-20250121-00251,2025-01-21,5469,SKU-ILU-00270,Luminária de Piso Bronzearte Atenas Arco Grafite,Iluminação,Bronzearte,2,339.58,0.0,339.58,pix,entregue,
ORD-20250130-00407,T-20250130-00407,2025-01-30,5957,SKU-FER-00358,"Esmerilhadeira Black+Decker Matrix 4 1/2"" 710W Cinza",Ferramentas,Black+Decker,1,440.55,0.0,440.55,pix,faturado,
ORD-20250225-00141,T-20250225-00141,2025-02-25,1032,SKU-CLI-00033,Ar Condicionado Split LG Dual Inverter 24000 BTUs Frio,Climatização,LG,1,3963.77,0.0,3963.77,debit_card,faturado,
ORD-20250121-00113,T-20250121-00113,2025-01-21,2352,SKU-ELE-00553,Aspirador de Pó LG ThinQ 1200W,Eletrodomésticos,LG,1,2200.69,0.0,2200.69,credit_card,devolvido,
ORD-20250102-00071,T-20250102-00071,2025-01-02,1264,SKU-CLI-00265,Cortina de Ar LG Dual Inverter 90cm Cinza,Climatização,LG,1,2970.05,35.7,3005.75,credit_card,faturado,
ORD-20250204-00015,T-20250204-00015,2025-02-04,1337,SKU-CLI-00338,Purificador de Ar Samsung Crystal até 30m² Preto,Climatização,Samsung,1,3487.24,0.0,3487.24,debit_card,faturado,
ORD-20250224-00103,T-20250224-00103,2025-02-24,1501,SKU-CLI-00502,Ventilador de Torre Elgin Eco Silencioso Preto,Climatização,Elgin,1,3061.81,0.0,3061.81,credit_card,faturado,
ORD-20250226-00155,T-20250226-00155,2025-02-26,1228,SKU-CLI-00229,Ar Condicionado Split LG Smart 30000 BTUs Frio Prata,Climatização,LG,2,5875.09,69.38,5944.47,pix,faturado,
ORD-20250131-00073,T-20250131-00073,2025-01-31,1607,SKU-CLI-00608,Cortina de Ar Philco Smart 90cm Branco,Climatização,Philco,1,1315.17,87.35,1402.52,credit_card,faturado,
ORD-20250224-X0224,,2025-02-24,3005,SKU-TVA-00206,"Smart TV Samsung Digital Inverter 58"" 4K Inox","TV, Áudio e Vídeo",Samsung,1,7141.27,0.0,7141.27,boleto,faturado,
ORD-20250211-00022,T-20250211-00022,2025-02-11,1778,SKU-CLI-00779,Purificador de Ar Britânia Air até 50m²,Climatização,Britânia,1,403.96,0.0,403.96,credit_card,faturado,
ORD-20250209-00097,T-20250209-00097,2025-02-09,1909,SKU-ELE-00110,Freezer Horizontal Brastemp Gourmand 414L Preto,Eletrodomésticos,Brastemp,1,1202.85,15.61,1218.46,credit_card,faturado,
ORD-20250130-00307,T-20250130-00307,2025-01-30,3155,SKU-TVA-00356,"Smart TV LG Smart 43"" 4K","TV, Áudio e Vídeo",LG,1,3923.13,0.0,3923.13,credit_card,faturado,
ORD-20250224-00237,T-20250224-00237,2025-02-24,3118,SKU-TVA-00319,"Smart TV LG Dual Inverter Voice 40"" Full HD Branco","TV, Áudio e Vídeo",LG,1,3316.66,84.15,3400.81,credit_card,faturado,
ORD-20250107-00066,T-20250107-00066,2025-01-07,1190,SKU-CLI-00191,Ar Condicionado Portátil LG Dual Inverter Voice 14000 BTUs Grafite,Climatização,LG,1,4036.28,0.0,4036.28,credit_card,faturado,
ORD-20250220-00181,T-20250220-00181,2025-02-20,4733,SKU-UTD-00034,Panela Elétrica de Pressão Mondial Max 5L Preto,Utilidades Domésticas,Mondial,1,199.89,34.92,234.81,credit_card,faturado,
ORD-20250113-00069,T-20250113-00069,2025-01-13,2356,SKU-ELE-00557,Lava e Seca LG Dual Inverter Voice 12kg/8kg Grafite,Eletrodomésticos,LG,1,2185.35,0.0,2185.35,credit_card,faturado,
ORD-20250225-00303,T-20250225-00303,2025-02-25,2411,SKU-ELE-00612,Geladeira Samsung Evolution Frost Free 431L Inox,Eletrodomésticos,Samsung,1,1240.98,44.16,1285.14,boleto,faturado,
ORD-20250120-00084,T-20250120-00084,2025-01-20,1902,SKU-ELE-00103,Micro-ondas Brastemp Gourmand 34L Branco,Eletrodomésticos,Brastemp,1,3268.1,0.0,3268.1,credit_card,faturado,
ORD-20250123-00124,T-20250123-00124,2025-01-23,1479,SKU-CLI-00480,Ventilador de Torre Midea All Easy 40cm Inox,Climatização,Midea,1,2995.66,46.58,3042.24,credit_card,cancelado,
ORD-20250225-00398,T-20250225-00398,2025-02-25,5015,SKU-UTD-00316,Batedeira Arno Clic Pro 500W Planetária Cinza,Utilidades Domésticas,Arno,1,509.35,0.0,509.35,credit_card,faturado,
ORD-20250114-00127,T-20250114-00127,2025-01-14,2053,SKU-ELE-00254,Freezer Vertical Electrolux Premium Care 197L Inox,Eletrodomésticos,Electrolux,1,2460.68,4.2,2464.88,debit_card,faturado,
ORD-20250131-00226,T-20250131-00226,2025-01-31,3869,SKU-ESP-00470,Churrasqueira Gallant Pro Elétrica de Bancada Cinza v1,Esporte e Lazer,Gallant,1,535.48,0.0,535.48,credit_card,faturado,
ORD-20250227-00119,T-20250227-00119,2025-02-27,1186,SKU-CLI-00187,Cortina de Ar LG Art Cool 120cm Grafite,Climatização,LG,1,2230.58,0.0,2230.58,credit_card,faturado,
ORD-20250209-00168,T-20250209-00168,2025-02-09,4556,SKU-MOV-00457,Mesa de Jantar Bertolini Estilo 4 Cadeiras Branco,Móveis,Bertolini,1,1136.77,0.0,1136.77,pix,faturado,
ORD-20250227-00142,T-20250227-00142,2025-02-27,1061,SKU-CLI-00062,Aquecedor Elétrico LG Dual Inverter 1500W Prata,Climatização,LG,1,4515.06,0.0,4515.06,credit_card,faturado,
ORD-20250211-00280,T-20250211-00280,2025-02-11,2730,SKU-ELE-00931,Forno Elétrico Mondial Turbo 36L Cinza,Eletrodomésticos,Mondial,1,478.04,0.0,478.04,credit_card,faturado,
ORD-20250131-00248,T-20250131-00248,2025-01-31,4535,SKU-MOV-00436,Cama Box Bertolini Luce Queen Cinza,Móveis,Bertolini,1,2705.32,0.0,2705.32,pix,entregue,
ORD-20250113-00084,T-20250113-00084,2025-01-13,2965,SKU-TVA-00166,Fone de Ouvido Samsung Crystal Gamer com Microfone Inox,"TV, Áudio e Vídeo",Samsung,1,1606.18,0.0,1606.18,debit_card,faturado,
ORD-20250213-00069,T-20250213-00069,2025-02-13,1198,SKU-CLI-00199,Ventilador de Coluna LG Dual Inverter 60cm Turbo Preto,Climatização,LG,1,4538.83,9.81,4548.64,pix,faturado,
ORD-20250213-00174,T-20250213-00174,2025-02-13,3086,SKU-TVA-00287,Caixa de Som Bluetooth LG Dual Inverter 100W Party Inox,"TV, Áudio e Vídeo",LG,1,7441.31,69.44,7510.75,credit_card,devolvido,
ORD-20250203-00012,T-20250203-00012,2025-02-03,1288,SKU-CLI-00289,Cortina de Ar Samsung Evolution 150cm Grafite,Climatização,Samsung,1,4436.19,85.26,4521.45,credit_card,faturado,
ORD-20250205-00040,T-20250205-00040,2025-02-05,1069,SKU-CLI-00070,Ar Condicionado Portátil LG Art Cool 9000 BTUs,Climatização,LG,1,3672.21,66.83,3739.04,credit_card,faturado,
ORD-20250227-00016,T-20250227-00016,2025-02-27,1498,SKU-CLI-00499,Ventilador de Torre Elgin Eco Silencioso,Climatização,Elgin,1,3325.97,0.0,3325.97,boleto,faturado,
ORD-20250110-00015,T-20250110-00015,2025-01-10,1120,SKU-CLI-00121,Ar Condicionado Split LG Dual Inverter 24000 BTUs Quente/Frio Prata,Climatização,LG,1,2716.73,0.0,2716.73,credit_card,faturado,
