item_id,sku,nome_produto,categoria,marca,preco,url_produto,status_url,voltagem,data_cadastro
5948,SKU-FER-00349,Jogo de Chaves Black+Decker Firestorm Combinadas 12pç Preto,Ferramentas,Black+Decker,332.63,https://www.lojaficticia.com.br/produto/jogo-de-chaves-black+decker-firestorm-combinadas-12pc-preto,ativo,220V,2024-04-25
4620,SKU-MOV-00521,Cadeira de Escritório Kappesberg Florença Giratória com Braço Inox,Móveis,Kappesberg,2432.95,https://www.lojaficticia.com.br/produto/cadeira-de-escritorio-kappesberg-florenca-giratoria-com-braco-inox,ativo,220V,2024-07-15
1345,SKU-CLI-00346,Climatizador de Ar Samsung Bespoke 10L Prata,Climatização,Samsung,2402.64,https://www.lojaficticia.com.br/produto/climatizador-de-ar-samsung-bespoke-10l-prata,ativo,Bivolt,2024-04-13
2720,SKU-ELE-00921,Máquina de Lavar Mondial Power 17kg Inox,Eletrodomésticos,Mondial,129.45,https://www.lojaficticia.com.br/produto/maquina-de-lavar-mondial-power-17kg-inox,ativo,Bivolt,2024-03-10
4436,SKU-MOV-00337,Mesa de Jantar Artely Treviso 6 Cadeiras Cinza,Móveis,Artely,1462.6,https://www.lojaficticia.com.br/produto/mesa-de-jantar-artely-treviso-6-cadeiras-cinza,ativo,110V,2024-11-08
5219,SKU-ILU-00020,Fita LED Taschibra Lumi 2m RGB Cinza,Iluminação,Taschibra,18.99,https://www.lojaficticia.com.br/produto/fita-led-taschibra-lumi-2m-rgb-cinza,ativo,220V,2024-01-13
1858,SKU-ELE-00059,Geladeira Brastemp Ative! Duplex 362L Branco,Eletrodomésticos,Brastemp,1590.53,https://www.lojaficticia.com.br/produto/geladeira-brastemp-ative!-duplex-362l-branco,ativo,110V,2024-03-07
4181,SKU-MOV-00082,Sofá Madesa Monaco 3 Lugares Cinza,Móveis,Madesa,1288.95,https://www.lojaficticia.com.br/produto/sofa-madesa-monaco-3-lugares-cinza,ativo,110V,2024-06-02
4345,SKU-MOV-00246,Cama Box Casatema Siena Solteiro,Móveis,Casatema,1586.4,https://www.lojaficticia.com.br/produto/cama-box-casatema-siena-solteiro,ativo,220V,2024-04-19
4850,SKU-UTD-00151,Fritadeira Air Fryer Britânia Mega 4L Grafite,Utilidades Domésticas,Britânia,348.22,https://www.lojaficticia.com.br/produto/fritadeira-air-fryer-britania-mega-4l-grafite,ativo,110V,2024-05-25
3967,SKU-ESP-00568,Saco de Pancada Gallant Pro 80cm Grafite 220V,Esporte e Lazer,Gallant,283.67,https://www.lojaficticia.com.br/produto/saco-de-pancada-gallant-pro-80cm-grafite-220v,ativo,220V,2024-11-24
4970,SKU-UTD-00271,Batedeira Philco PTV 500W Planetária Inox,Utilidades Domésticas,Philco,531.07,https://www.lojaficticia.com.br/produto/batedeira-philco-ptv-500w-planetaria-inox,ativo,220V,2024-06-06
1876,SKU-ELE-00077,Micro-ondas Brastemp Ative! 25L Prata,Eletrodomésticos,Brastemp,1107.34,https://www.lojaficticia.com.br/produto/micro-ondas-brastemp-ative!-25l-prata,ativo,110V,2024-08-08
2431,SKU-ELE-00632,Micro-ondas Samsung Evolution 25L Inox,Eletrodomésticos,Samsung,1550.98,https://www.lojaficticia.com.br/produto/micro-ondas-samsung-evolution-25l-inox,ativo,Bivolt,2024-11-18
4348,SKU-MOV-00249,Estante Casatema Dubai 3 Prateleiras,Móveis,Casatema,1736.6,https://www.lojaficticia.com.br/produto/estante-casatema-dubai-3-prateleiras,ativo,220V,2024-03-20
4762,SKU-UTD-00063,Processador de Alimentos Mondial Premium 800W Branco,Utilidades Domésticas,Mondial,311.24,https://www.lojaficticia.com.br/produto/processador-de-alimentos-mondial-premium-800w-branco,ativo,110V,2024-06-23
4884,SKU-UTD-00185,Panela Elétrica de Pressão Britânia Air 6L Cinza,Utilidades Domésticas,Britânia,286.67,https://www.lojaficticia.com.br/produto/panela-eletrica-de-pressao-britania-air-6l-cinza,ativo,220V,2024-01-07
3735,SKU-ESP-00336,Kit Halteres Gallant Force 20kg Grafite,Esporte e Lazer,Gallant,1294.79,https://www.lojaficticia.com.br/produto/kit-halteres-gallant-force-20kg-grafite,ativo,Bivolt,2024-02-09
2554,SKU-ELE-00755,Lava-Louças Panasonic Econavi 10 Serviços Prata,Eletrodomésticos,Panasonic,1172.54,https://www.lojaficticia.com.br/produto/lava-loucas-panasonic-econavi-10-servicos-prata,ativo,110V,2024-11-08
2296,SKU-ELE-00497,Aspirador de Pó LG Dual Inverter 1200W Inox,Eletrodomésticos,LG,1918.26,https://www.lojaficticia.com.br/produto/aspirador-de-po-lg-dual-inverter-1200w-inox,ativo,110V,2024-10-16
2480,SKU-ELE-00681,Forno Elétrico Samsung Bespoke 50L Branco,Eletrodomésticos,Samsung,3125.32,https://www.lojaficticia.com.br/produto/forno-eletrico-samsung-bespoke-50l-branco,ativo,Bivolt,2024-02-13
5453,SKU-ILU-00254,Arandela Bronzearte Clean Interna,Iluminação,Bronzearte,253.5,https://www.lojaficticia.com.br/produto/arandela-bronzearte-clean-interna,ativo,110V,2024-06-30
5081,SKU-UTD-00382,Liquidificador Electrolux Essential 1200W Turbo Prata,Utilidades Domésticas,Electrolux,683.32,https://www.lojaficticia.com.br/produto/liquidificador-electrolux-essential-1200w-turbo-prata,ativo,110V,2024-07-14
5978,SKU-FER-00379,Nível a Laser Starrett Professional 10m Branco,Ferramentas,Starrett,143.12,https://www.lojaficticia.com.br/produto/nivel-a-laser-starrett-professional-10m-branco,ativo,220V,2024-03-31
1350,SKU-CLI-00351,Ventilador de Coluna Samsung EcoBubble 40cm,Climatização,Samsung,3500.43,https://www.lojaficticia.com.br/produto/ventilador-de-coluna-samsung-ecobubble-40cm,ativo,Bivolt,2024-02-21
2009,SKU-ELE-00210,Aspirador de Pó Electrolux Essential 1600W Cinza,Eletrodomésticos,Electrolux,2651.24,https://www.lojaficticia.com.br/produto/aspirador-de-po-electrolux-essential-1600w-cinza,ativo,220V,2024-11-22
3105,SKU-TVA-00306,Soundbar LG Dual Inverter Voice 250W,"TV, Áudio e Vídeo",LG,5361.59,https://www.lojaficticia.com.br/produto/soundbar-lg-dual-inverter-voice-250w,ativo,Bivolt,2024-02-01
1217,SKU-CLI-00218,Purificador de Ar LG Dual Inverter até 30m² Cinza,Climatização,LG,2997.47,https://www.lojaficticia.com.br/produto/purificador-de-ar-lg-dual-inverter-ate-30m2-cinza,ativo,220V,2024-02-07
2666,SKU-ELE-00867,Freezer Horizontal Britânia Diamante 414L Preto,Eletrodomésticos,Britânia,255.95,https://www.lojaficticia.com.br/produto/freezer-horizontal-britania-diamante-414l-preto,ativo,220V,2024-08-19
2235,SKU-ELE-00436,Lava e Seca Consul Multi Ar 11kg/7kg Cinza,Eletrodomésticos,Consul,1488.31,https://www.lojaficticia.com.br/produto/lava-e-seca-consul-multi-ar-11kg-7kg-cinza,ativo,110V,2024-01-23
2249,SKU-ELE-00450,Fogão Consul Bem Estar Cooktop 4 Bocas Preto,Eletrodomésticos,Consul,1968.9,https://www.lojaficticia.com.br/produto/fogao-consul-bem-estar-cooktop-4-bocas-preto,ativo,220V,2024-05-23
1604,SKU-CLI-00605,Cortina de Ar Philco PH800 150cm Prata,Climatização,Philco,1569.02,https://www.lojaficticia.com.br/produto/cortina-de-ar-philco-ph800-150cm-prata,ativo,Bivolt,2024-04-03
5339,SKU-ILU-00140,Spot de Embutir Philips Walita LED 18W Prata,Iluminação,Philips,111.5,https://www.lojaficticia.com.br/produto/spot-de-embutir-philips-walita-led-18w-prata,ativo,110V,2024-03-01
4883,SKU-UTD-00184,Processador de Alimentos Britânia Diamante 1000W Multiprocessador Grafite,Utilidades Domésticas,Britânia,284.28,https://www.lojaficticia.com.br/produto/processador-de-alimentos-britania-diamante-1000w-multiprocessador-grafite,ativo,110V,2024-09-11
2917,SKU-TVA-00118,Projetor Philco Hit 4K 4000 Lumens Inox,"TV, Áudio e Vídeo",Philco,1766.87,https://www.lojaficticia.com.br/produto/projetor-philco-hit-4k-4000-lumens-inox,ativo,220V,2024-11-26
1501,SKU-CLI-00502,Ventilador de Torre Elgin Eco Silencioso Preto,Climatização,Elgin,3173.23,https://www.lojaficticia.com.br/produto/ventilador-de-torre-elgin-eco-silencioso-preto,ativo,Bivolt,2024-05-11
4676,SKU-MOV-00577,Cama Box Germai Zurique Queen Inox,Móveis,Germai,1876.16,https://www.lojaficticia.com.br/produto/cama-box-germai-zurique-queen-inox,ativo,220V,2024-05-05
3167,SKU-TVA-00368,Projetor LG Art Cool HD 3000 Lumens Inox,"TV, Áudio e Vídeo",LG,4988.05,https://www.lojaficticia.com.br/produto/projetor-lg-art-cool-hd-3000-lumens-inox,ativo,Bivolt,2024-02-05
5157,SKU-UTD-00458,Ferro de Passar Mallory Agio a Vapor Cerâmica Grafite,Utilidades Domésticas,Mallory,419.92,https://www.lojaficticia.com.br/produto/ferro-de-passar-mallory-agio-a-vapor-ceramica-grafite,ativo,220V,2024-07-02
4222,SKU-MOV-00123,"Rack para TV Linea Brasil Adonai até 65"" Preto",Móveis,Linea Brasil,1486.42,"https://www.lojaficticia.com.br/produto/rack-para-tv-linea-brasil-adonai-ate-65""-preto",ativo,220V,2024-09-10
3435,SKU-ESP-00036,Banco de Supino Gallant Force Ajustável Multiuso Preto,Esporte e Lazer,Gallant,794.42,https://www.lojaficticia.com.br/produto/banco-de-supino-gallant-force-ajustavel-multiuso-preto,ativo,110V,2024-10-18
1517,SKU-CLI-00518,Purificador de Ar Elgin Eco Plus até 30m² Cinza,Climatização,Elgin,3137.64,https://www.lojaficticia.com.br/produto/purificador-de-ar-elgin-eco-plus-ate-30m2-cinza,ativo,110V,2024-02-19
5413,SKU-ILU-00214,Spot de Embutir Avant Pix LED 7W Inox,Iluminação,Avant,121.64,https://www.lojaficticia.com.br/produto/spot-de-embutir-avant-pix-led-7w-inox,ativo,110V,2024-02-24
1528,SKU-CLI-00529,Purificador de Ar Elgin Eco Plus até 50m² Grafite,Climatização,Elgin,1776.83,https://www.lojaficticia.com.br/produto/purificador-de-ar-elgin-eco-plus-ate-50m2-grafite,ativo,Bivolt,2024-02-27
4062,SKU-ESP-00663,Saco de Pancada Mor Smart 100cm,Esporte e Lazer,Mor,175.89,https://www.lojaficticia.com.br/produto/saco-de-pancada-mor-smart-100cm,ativo,Bivolt,2024-01-30
2455,SKU-ELE-00656,Freezer Vertical Samsung EcoBubble 197L Grafite,Eletrodomésticos,Samsung,2671.07,https://www.lojaficticia.com.br/produto/freezer-vertical-samsung-ecobubble-197l-grafite,ativo,Bivolt,2024-03-02
4103,SKU-MOV-00004,Guarda-Roupa Madesa Dakota 6 Portas Inox,Móveis,Madesa,854.44,https://www.lojaficticia.com.br/produto/guarda-roupa-madesa-dakota-6-portas-inox,ativo,Bivolt,2024-05-16
1464,SKU-CLI-00465,Ar Condicionado Portátil Midea Vizi 14000 BTUs Inox 220V,Climatização,Midea,1355.9,https://www.lojaficticia.com.br/produto/ar-condicionado-portatil-midea-vizi-14000-btus-inox-220v,ativo,220V,2024-05-04
2996,SKU-TVA-00197,Home Theater Samsung Evolution 5.1 1000W Preto,"TV, Áudio e Vídeo",Samsung,6759.47,https://www.lojaficticia.com.br/produto/home-theater-samsung-evolution-5.1-1000w-preto,ativo,Bivolt,2024-06-21
5925,SKU-FER-00326,"Esmerilhadeira Stanley Pro 4 1/2"" 850W Prata",Ferramentas,Stanley,213.66,"https://www.lojaficticia.com.br/produto/esmerilhadeira-stanley-pro-4-1-2""-850w-prata",ativo,220V,2024-07-30
5038,SKU-UTD-00339,"Fritadeira Air Fryer Electrolux Pure i9 5,5L Inox",Utilidades Domésticas,Electrolux,320.74,"https://www.lojaficticia.com.br/produto/fritadeira-air-fryer-electrolux-pure-i9-5,5l-inox",ativo,220V,2024-11-24
1752,SKU-CLI-00753,Ar Condicionado Split Electrolux Pure i9 12000 BTUs Frio Preto,Climatização,Electrolux,2252.61,https://www.lojaficticia.com.br/produto/ar-condicionado-split-electrolux-pure-i9-12000-btus-frio-preto,ativo,Bivolt,2024-06-10
5143,SKU-UTD-00444,Fritadeira Air Fryer Mallory Agio 4L Prata,Utilidades Domésticas,Mallory,270.66,https://www.lojaficticia.com.br/produto/fritadeira-air-fryer-mallory-agio-4l-prata,ativo,110V,2024-01-03
4789,SKU-UTD-00090,Liquidificador Mondial Power 1000W Preto,Utilidades Domésticas,Mondial,245.36,https://www.lojaficticia.com.br/produto/liquidificador-mondial-power-1000w-preto,ativo,Bivolt,2024-05-27
2834,SKU-TVA-00035,Home Theater Philco PH800 5.1 500W Branco,"TV, Áudio e Vídeo",Philco,1227.58,https://www.lojaficticia.com.br/produto/home-theater-philco-ph800-5.1-500w-branco,ativo,110V,2024-11-16
5033,SKU-UTD-00334,Liquidificador Arno Clic Pro 700W Inox,Utilidades Domésticas,Arno,106.82,https://www.lojaficticia.com.br/produto/liquidificador-arno-clic-pro-700w-inox,ativo,Bivolt,2024-07-23
3784,SKU-ESP-00385,Saco de Pancada Gallant Force 80cm Preto,Esporte e Lazer,Gallant,1454.25,https://www.lojaficticia.com.br/produto/saco-de-pancada-gallant-force-80cm-preto,ativo,220V,2024-02-21
1252,SKU-CLI-00253,Ventilador de Coluna LG ThinQ 60cm Turbo Preto,Climatização,LG,1995.75,https://www.lojaficticia.com.br/produto/ventilador-de-coluna-lg-thinq-60cm-turbo-preto,ativo,110V,2024-02-27
3633,SKU-ESP-00234,Bicicleta Ergométrica Gallant Force Spinning Inox,Esporte e Lazer,Gallant,1431.23,https://www.lojaficticia.com.br/produto/bicicleta-ergometrica-gallant-force-spinning-inox,ativo,Bivolt,2024-11-15
1949,SKU-ELE-00150,Geladeira Brastemp Gourmand Duplex 362L,Eletrodomésticos,Brastemp,972.53,https://www.lojaficticia.com.br/produto/geladeira-brastemp-gourmand-duplex-362l,ativo,220V,2024-08-04
3125,SKU-TVA-00326,Soundbar LG Dual Inverter Voice 300W com Subwoofer 110V,"TV, Áudio e Vídeo",LG,3291.09,https://www.lojaficticia.com.br/produto/soundbar-lg-dual-inverter-voice-300w-com-subwoofer-110v,ativo,110V,2024-09-19
4424,SKU-MOV-00325,Estante Artely Treviso 3 Prateleiras Grafite,Móveis,Artely,724.09,https://www.lojaficticia.com.br/produto/estante-artely-treviso-3-prateleiras-grafite,ativo,110V,2024-01-06
2904,SKU-TVA-00105,Caixa de Som Bluetooth Philco PH800 20W Prata,"TV, Áudio e Vídeo",Philco,1295.38,https://www.lojaficticia.com.br/produto/caixa-de-som-bluetooth-philco-ph800-20w-prata,ativo,220V,2024-08-02
2287,SKU-ELE-00488,Fogão LG Smart 6 Bocas Inox,Eletrodomésticos,LG,1004.77,https://www.lojaficticia.com.br/produto/fogao-lg-smart-6-bocas-inox,ativo,110V,2024-04-20
1492,SKU-CLI-00493,Cortina de Ar Midea Springer 150cm Inox,Climatização,Midea,1300.33,https://www.lojaficticia.com.br/produto/cortina-de-ar-midea-springer-150cm-inox,ativo,110V,2024-04-27
1209,SKU-CLI-00210,Purificador de Ar LG Dual Inverter Voice até 50m² Cinza,Climatização,LG,1827.33,https://www.lojaficticia.com.br/produto/purificador-de-ar-lg-dual-inverter-voice-ate-50m2-cinza,ativo,Bivolt,2024-03-23
5528,SKU-ILU-00329,Arandela Tramontina Smart Externa Prata,Iluminação,Tramontina,83.42,https://www.lojaficticia.com.br/produto/arandela-tramontina-smart-externa-prata,ativo,110V,2024-10-18
2959,SKU-TVA-00160,Projetor Samsung Bespoke 4K 4000 Lumens Preto,"TV, Áudio e Vídeo",Samsung,5947.41,https://www.lojaficticia.com.br/produto/projetor-samsung-bespoke-4k-4000-lumens-preto,ativo,110V,2024-02-09
1351,SKU-CLI-00352,Ventilador de Coluna Samsung Evolution 40cm Branco,Climatização,Samsung,3474.96,https://www.lojaficticia.com.br/produto/ventilador-de-coluna-samsung-evolution-40cm-branco,ativo,110V,2024-08-02
1204,SKU-CLI-00205,Ventilador de Coluna LG ThinQ 50cm Inox Bivolt,Climatização,LG,2978.16,https://www.lojaficticia.com.br/produto/ventilador-de-coluna-lg-thinq-50cm-inox-bivolt,ativo,Bivolt,2024-10-07
3905,SKU-ESP-00506,Bicicleta Ergométrica Gallant Pro Magnética Prata,Esporte e Lazer,Gallant,1308.24,https://www.lojaficticia.com.br/produto/bicicleta-ergometrica-gallant-pro-magnetica-prata,ativo,220V,2024-02-23
2934,SKU-TVA-00135,Fone de Ouvido Philco PTV Bluetooth Over-Ear Prata,"TV, Áudio e Vídeo",Philco,1361.19,https://www.lojaficticia.com.br/produto/fone-de-ouvido-philco-ptv-bluetooth-over-ear-prata,ativo,110V,2024-06-30
2368,SKU-ELE-00569,Freezer Vertical LG Dual Inverter 142L Inox,Eletrodomésticos,LG,2869.58,https://www.lojaficticia.com.br/produto/freezer-vertical-lg-dual-inverter-142l-inox,ativo,Bivolt,2024-10-31
2916,SKU-TVA-00117,Home Theater Philco PTV 5.1 500W Cinza,"TV, Áudio e Vídeo",Philco,1287.8,https://www.lojaficticia.com.br/produto/home-theater-philco-ptv-5.1-500w-cinza,ativo,220V,2024-01-24
1272,SKU-CLI-00273,Desumidificador LG Art Cool 30L/dia Branco 220V,Climatização,LG,2797.58,https://www.lojaficticia.com.br/produto/desumidificador-lg-art-cool-30l-dia-branco-220v,ativo,220V,2024-10-31
1628,SKU-CLI-00629,Cortina de Ar Philco Hit 90cm Prata,Climatização,Philco,881.69,https://www.lojaficticia.com.br/produto/cortina-de-ar-philco-hit-90cm-prata,ativo,110V,2024-11-10
1900,SKU-ELE-00101,Geladeira Brastemp Gourmand Side by Side 602L Inox,Eletrodomésticos,Brastemp,1653.67,https://www.lojaficticia.com.br/produto/geladeira-brastemp-gourmand-side-by-side-602l-inox,ativo,Bivolt,2024-08-18
3812,SKU-ESP-00413,Esteira Elétrica Gallant Extreme Profissional até 20km/h Preto Bivolt,Esporte e Lazer,Gallant,319.8,https://www.lojaficticia.com.br/produto/esteira-eletrica-gallant-extreme-profissional-ate-20km-h-preto-bivolt,ativo,Bivolt,2024-03-26
4577,SKU-MOV-00478,Guarda-Roupa Kappesberg Nice 4 Portas Inox,Móveis,Kappesberg,1946.76,https://www.lojaficticia.com.br/produto/guarda-roupa-kappesberg-nice-4-portas-inox,ativo,Bivolt,2024-11-29
4281,SKU-MOV-00182,Escrivaninha Linea Brasil Dallas Simples Cinza,Móveis,Linea Brasil,318.04,https://www.lojaficticia.com.br/produto/escrivaninha-linea-brasil-dallas-simples-cinza,ativo,220V,2024-05-18
4549,SKU-MOV-00450,Estante Bertolini Origens Modular Grafite,Móveis,Bertolini,1468.76,https://www.lojaficticia.com.br/produto/estante-bertolini-origens-modular-grafite,ativo,110V,2024-10-12
2863,SKU-TVA-00064,Fone de Ouvido Philco Hit Bluetooth Over-Ear Grafite 110V,"TV, Áudio e Vídeo",Philco,1197.07,https://www.lojaficticia.com.br/produto/fone-de-ouvido-philco-hit-bluetooth-over-ear-grafite-110v,ativo,110V,2024-11-08
5720,SKU-FER-00121,Furadeira de Impacto DeWalt XR 650W,Ferramentas,DeWalt,659.99,https://www.lojaficticia.com.br/produto/furadeira-de-impacto-dewalt-xr-650w,ativo,110V,2024-06-19
3798,SKU-ESP-00399,"Cama Elástica Gallant Extreme 3,10m com Rede de Proteção Prata",Esporte e Lazer,Gallant,1241.83,"https://www.lojaficticia.com.br/produto/cama-elastica-gallant-extreme-3,10m-com-rede-de-protecao-prata",ativo,Bivolt,2024-07-18
1366,SKU-CLI-00367,Cortina de Ar Samsung Evolution 120cm Preto,Climatização,Samsung,4132.99,https://www.lojaficticia.com.br/produto/cortina-de-ar-samsung-evolution-120cm-preto,ativo,Bivolt,2024-07-22
3087,SKU-TVA-00288,Projetor LG NeoChef Full HD 3500 Lumens Inox,"TV, Áudio e Vídeo",LG,1342.88,https://www.lojaficticia.com.br/produto/projetor-lg-neochef-full-hd-3500-lumens-inox,ativo,110V,2024-07-17
3046,SKU-TVA-00247,Caixa de Som Bluetooth Samsung WindFree 100W Party,"TV, Áudio e Vídeo",Samsung,2380.59,https://www.lojaficticia.com.br/produto/caixa-de-som-bluetooth-samsung-windfree-100w-party,ativo,110V,2024-07-15
2701,SKU-ELE-00902,Geladeira Mondial Power Duplex 450L Grafite,Eletrodomésticos,Mondial,383.48,https://www.lojaficticia.com.br/produto/geladeira-mondial-power-duplex-450l-grafite,ativo,220V,2024-06-13
1194,SKU-CLI-00195,Climatizador de Ar LG ThinQ 10L Prata,Climatização,LG,3514.23,https://www.lojaficticia.com.br/produto/climatizador-de-ar-lg-thinq-10l-prata,ativo,220V,2024-08-17
2286,SKU-ELE-00487,Forno Elétrico LG NeoChef 36L,Eletrodomésticos,LG,748.33,https://www.lojaficticia.com.br/produto/forno-eletrico-lg-neochef-36l,ativo,110V,2024-09-15
3689,SKU-ESP-00290,Churrasqueira Gallant Elite Portátil a Carvão Bivolt,Esporte e Lazer,Gallant,176.94,https://www.lojaficticia.com.br/produto/churrasqueira-gallant-elite-portatil-a-carvao-bivolt,ativo,Bivolt,2024-04-09
2332,SKU-ELE-00533,Máquina de Lavar LG ThinQ 17kg Branco,Eletrodomésticos,LG,1606.17,https://www.lojaficticia.com.br/produto/maquina-de-lavar-lg-thinq-17kg-branco,ativo,110V,2024-03-22
5501,SKU-ILU-00302,Poste Solar Blumenau Solar com Sensor 2m,Iluminação,Blumenau,228.41,https://www.lojaficticia.com.br/produto/poste-solar-blumenau-solar-com-sensor-2m,ativo,220V,2024-08-08
5525,SKU-ILU-00326,Spot de Embutir Blumenau Solar LED 7W Grafite,Iluminação,Blumenau,193.58,https://www.lojaficticia.com.br/produto/spot-de-embutir-blumenau-solar-led-7w-grafite,ativo,220V,2024-10-21
5713,SKU-FER-00114,Parafusadeira DeWalt Atomic a Bateria 12V Preto,Ferramentas,DeWalt,807.68,https://www.lojaficticia.com.br/produto/parafusadeira-dewalt-atomic-a-bateria-12v-preto,ativo,110V,2024-08-23
1577,SKU-CLI-00578,Purificador de Ar Philco PTV HEPA até 40m² Branco,Climatização,Philco,956.55,https://www.lojaficticia.com.br/produto/purificador-de-ar-philco-ptv-hepa-ate-40m2-branco,ativo,Bivolt,2024-06-04
1969,SKU-ELE-00170,Forno Elétrico Brastemp Gourmand 44L,Eletrodomésticos,Brastemp,2479.73,https://www.lojaficticia.com.br/produto/forno-eletrico-brastemp-gourmand-44l,ativo,Bivolt,2024-03-14
5574,SKU-ILU-00375,Lustre Pendente Osram SubstiTUBE 1 Lâmpada Preto,Iluminação,Osram,190.44,https://www.lojaficticia.com.br/produto/lustre-pendente-osram-substitube-1-lampada-preto,ativo,110V,2024-08-20
4450,SKU-MOV-00351,Cadeira de Escritório Artely Treviso Giratória Simples,Móveis,Artely,822.37,https://www.lojaficticia.com.br/produto/cadeira-de-escritorio-artely-treviso-giratoria-simples,ativo,Bivolt,2024-01-21
4931,SKU-UTD-00232,Ferro de Passar Philco PH800 a Vapor Branco,Utilidades Domésticas,Philco,96.18,https://www.lojaficticia.com.br/produto/ferro-de-passar-philco-ph800-a-vapor-branco,ativo,Bivolt,2024-09-11
1346,SKU-CLI-00347,Aquecedor Elétrico Samsung Bespoke 2000W Preto,Climatização,Samsung,4715.43,https://www.lojaficticia.com.br/produto/aquecedor-eletrico-samsung-bespoke-2000w-preto,ativo,110V,2024-10-18
4680,SKU-MOV-00581,Estante Germai Zurique Modular Grafite,Móveis,Germai,552.56,https://www.lojaficticia.com.br/produto/estante-germai-zurique-modular-grafite,ativo,110V,2024-11-01
3137,SKU-TVA-00338,Home Theater LG Dual Inverter Voice 2.1 300W Cinza,"TV, Áudio e Vídeo",LG,2898.64,https://www.lojaficticia.com.br/produto/home-theater-lg-dual-inverter-voice-2.1-300w-cinza,ativo,110V,2024-03-03
1114,SKU-CLI-00115,Ar Condicionado Portátil LG Dual Inverter Voice 9000 BTUs Branco,Climatização,LG,3361.35,https://www.lojaficticia.com.br/produto/ar-condicionado-portatil-lg-dual-inverter-voice-9000-btus-branco,ativo,220V,2024-10-04
5303,SKU-ILU-00104,Lustre Pendente Philips Hue 5 Lâmpadas Inox,Iluminação,Philips,126.66,https://www.lojaficticia.com.br/produto/lustre-pendente-philips-hue-5-lampadas-inox,ativo,Bivolt,2024-05-08
5284,SKU-ILU-00085,Spot de Embutir Taschibra LED LED 18W Branco,Iluminação,Taschibra,139.16,https://www.lojaficticia.com.br/produto/spot-de-embutir-taschibra-led-led-18w-branco,ativo,110V,2024-11-15
5806,SKU-FER-00207,Serra Circular Makita M-Force 1200W Preto,Ferramentas,Makita,412.22,https://www.lojaficticia.com.br/produto/serra-circular-makita-m-force-1200w-preto,ativo,110V,2024-03-19
2826,SKU-TVA-00027,Home Theater Philco Hit 2.1 300W Preto,"TV, Áudio e Vídeo",Philco,911.73,https://www.lojaficticia.com.br/produto/home-theater-philco-hit-2.1-300w-preto,ativo,110V,2024-08-30
5796,SKU-FER-00197,Parafusadeira Makita CXT a Bateria 12V 220V,Ferramentas,Makita,330.79,https://www.lojaficticia.com.br/produto/parafusadeira-makita-cxt-a-bateria-12v-220v,ativo,220V,2024-01-07
5182,SKU-UTD-00483,Processador de Alimentos Hamilton Beach Big Mouth 500W Grafite,Utilidades Domésticas,Hamilton Beach,476.97,https://www.lojaficticia.com.br/produto/processador-de-alimentos-hamilton-beach-big-mouth-500w-grafite,ativo,Bivolt,2024-03-31
3607,SKU-ESP-00208,Kit Halteres Gallant Pro 20kg Branco,Esporte e Lazer,Gallant,594.67,https://www.lojaficticia.com.br/produto/kit-halteres-gallant-pro-20kg-branco,ativo,Bivolt,2024-08-21
2898,SKU-TVA-00099,"Smart TV Philco Smart 55"" 4K Cinza","TV, Áudio e Vídeo",Philco,581.32,"https://www.lojaficticia.com.br/produto/smart-tv-philco-smart-55""-4k-cinza",ativo,Bivolt,2024-04-05
1475,SKU-CLI-00476,Desumidificador Midea All Easy 12L/dia Grafite,Climatização,Midea,2021.8,https://www.lojaficticia.com.br/produto/desumidificador-midea-all-easy-12l-dia-grafite,ativo,110V,2024-10-08
1227,SKU-CLI-00228,Purificador de Ar LG NeoChef até 50m² Grafite,Climatização,LG,3939.26,https://www.lojaficticia.com.br/produto/purificador-de-ar-lg-neochef-ate-50m2-grafite,ativo,Bivolt,2024-08-18
1042,SKU-CLI-00043,Ventilador de Torre LG Smart 50cm Branco,Climatização,LG,3145.58,https://www.lojaficticia.com.br/produto/ventilador-de-torre-lg-smart-50cm-branco,ativo,Bivolt,2024-04-03
4589,SKU-MOV-00490,Cama Box Kappesberg Florença Casal Inox,Móveis,Kappesberg,738.13,https://www.lojaficticia.com.br/produto/cama-box-kappesberg-florenca-casal-inox,ativo,Bivolt,2024-04-14
3720,SKU-ESP-00321,Bicicleta Ergométrica Gallant Pro Spinning,Esporte e Lazer,Gallant,780.19,https://www.lojaficticia.com.br/produto/bicicleta-ergometrica-gallant-pro-spinning,ativo,Bivolt,2024-04-06
1518,SKU-CLI-00519,Ar Condicionado Split Elgin Eco 9000 BTUs Frio Cinza,Climatização,Elgin,2584.21,https://www.lojaficticia.com.br/produto/ar-condicionado-split-elgin-eco-9000-btus-frio-cinza,ativo,220V,2024-04-25
5539,SKU-ILU-00340,Luminária de Piso Tramontina Profissional Tripé Preto,Iluminação,Tramontina,231.89,https://www.lojaficticia.com.br/produto/luminaria-de-piso-tramontina-profissional-tripe-preto,ativo,Bivolt,2024-09-28
4654,SKU-MOV-00555,Cama Box Patrimar Gold Queen Branco,Móveis,Patrimar,2021.14,https://www.lojaficticia.com.br/produto/cama-box-patrimar-gold-queen-branco,ativo,Bivolt,2024-03-12
